ZIP,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE,LAT,LNG,BOROUGH
11105,828.2232415902141,201.1559633027523,11105.0,1.8654434250764527,0.1834862385321101,2.0642201834862384,213.00839614984696,203.02686373700297,1904.4709480122324,1.4954128440366972,722802.0856269114,40.778877, -73.906769,The Bronx
11106,535.8188235294118,506.97411764705885,11106.0,1.2823529411764707,0.17647058823529413,1.7505882352941176,113.20613091764704,141.26720882352947,1938.3364705882352,2.498823529411765,570480.0517647059,40.762211, -73.931528,The Bronx
11109,18.774193548387096,276.9032258064516,11109.0,0.25806451612903225,0.0,0.25806451612903225,0.0,0.0,1999.0645161290322,2.0,822032.2580645161,40.745115, -73.956928,The Bronx
11201,329.6948640483384,709.6555891238671,11201.0,1.1842900302114803,0.25,1.5007552870090635,95.40029438821752,483.1583305755286,1775.2590634441087,2.1986404833836857,2764771.495468278,40.693682, -73.989693,Queens
11203,4837.0680786686835,100.71104387291982,11203.0,2.0211800302571863,0.14674735249621784,2.1875945537065054,230.0267036066562,217.03096534341884,1879.3252647503782,1.4296520423600605,395291.5295007564,40.649591, -73.934371,Queens
11204,5869.71954674221,197.70963172804534,11204.0,2.123229461756374,0.12039660056657224,2.2577903682719547,194.88851836118997,198.600953822946,1834.4079320113315,1.341359773371105,592113.5609065156,40.618779, -73.984826,Queens
11205,1930.9651162790697,590.0542635658915,11205.0,2.624031007751938,0.15310077519379844,2.856589147286822,136.07840893798453,230.00370202713202,1708.1589147286822,2.0271317829457365,918836.6744186047,40.694696, -73.966286,Queens
11206,2373.228215767635,665.7427385892116,11206.0,2.578838174273859,0.27800829875518673,2.867219917012448,153.86914816390043,256.6830864626557,1677.1203319502074,1.9709543568464731,863434.8195020747,40.701954, -73.942358,Queens
11207,3828.370595382746,116.42891859052249,11207.0,2.3839611178614826,0.12150668286755771,2.5054678007290403,219.45223813608783,244.99999871931968,1769.7727825030377,1.3608748481166464,423586.70959902793,40.670747, -73.894209,Queens
11208,4171.629032258064,50.32795698924731,11208.0,2.1626344086021505,0.1196236559139785,2.278225806451613,349.97234395967706,214.28738759005384,1814.9166666666667,1.299731182795699,385539.1733870968,40.669769, -73.871372,Queens
11209,6014.976154992549,114.82563338301043,11209.0,1.226527570789866,0.11773472429210134,1.3621460506706409,136.43989336363617,155.55423563636356,1879.1535022354694,1.593144560357675,552296.697466468,40.621982, -74.030324,Queens
11210,7039.875451263538,41.288808664259925,11210.0,1.211191335740072,0.12815884476534295,1.339350180505415,237.4028840234652,174.59978524368228,1909.716606498195,1.2815884476534296,516723.702166065,40.628147, -73.946324,Queens
11211,2545.993410214168,590.6573311367381,11211.0,2.313014827018122,0.23064250411861614,2.627677100494234,141.4840755222405,233.40738507248759,1640.1004942339373,2.0049423393739705,1151620.0082372322,40.712597, -73.953098,Queens
11212,3917.782738095238,44.44940476190476,11212.0,2.669642857142857,0.24702380952380953,2.9166666666666665,228.82368346130946,274.6837563273806,1892.157738095238,1.5833333333333333,411274.3005952381,40.662936, -73.913029,Queens
11213,1350.6380697050938,129.72117962466487,11213.0,2.9812332439678286,0.13672922252010725,3.1340482573726542,206.70045756032178,326.35952156032187,1824.9973190348526,1.4048257372654156,526373.3243967828,40.671078, -73.936336,Queens
11214,6537.682255845943,312.21045392022006,11214.0,1.9105914718019257,0.12104539202200826,2.108665749656121,732.3655944800554,346.7400650674004,1745.6258596973864,1.6313617606602475,508477.94910591474,40.599148, -73.996090,Queens
11215,1009.6206896551724,434.916573971079,11215.0,1.4727474972191323,0.09232480533926585,1.6184649610678532,104.74322383203537,148.40928727808685,1721.4593993325918,1.8220244716351501,1238403.2747497219,40.662688, -73.986740,Queens
11216,1649.0785440613026,286.9176245210728,11216.0,3.0632183908045976,0.11494252873563218,3.203065134099617,159.9293109482757,301.17088088888875,1750.6168582375478,1.5478927203065134,993125.4137931034,40.680768, -73.949316,Queens
11217,867.7833655705996,503.53965183752416,11217.0,3.2050290135396517,0.15860735009671179,3.386847195357834,122.12791180851058,284.80969023210815,1609.8510638297873,1.8665377176015474,1480343.576402321,40.682306, -73.978099,Queens
11218,5136.59131736527,229.27844311377245,11218.0,2.1362275449101795,0.13023952095808383,2.2994011976047903,171.34414602544902,246.39391532185633,1834.2365269461077,1.723053892215569,755360.7065868264,40.643468, -73.976046,Queens
11219,5642.9561042524,430.5294924554184,11219.0,2.290809327846365,0.1728395061728395,2.482853223593964,175.98631857064458,248.40796651989027,1821.60219478738,1.4828532235939644,632255.1042524006,40.632667, -73.996669,Queens
11220,2698.6894824707847,214.3288814691152,11220.0,3.01669449081803,0.17863105175292154,3.2337228714524207,178.28830164774635,285.30712925876475,1867.1686143572622,1.6126878130217028,650656.0450751252,40.641221, -74.016862,Queens
11221,2452.8761528326745,110.20553359683794,11221.0,2.656126482213439,0.12384716732542819,2.7812911725955205,188.51915928590233,267.3840141383397,1838.957839262187,1.3741765480895916,681255.536231884,40.691340, -73.927879,Queens
11222,2620.7901785714284,577.8415178571429,11222.0,1.96875,0.15848214285714285,2.2098214285714284,187.3675169419642,227.8804829888393,1553.0535714285713,2.107142857142857,1064589.5379464286,40.727790, -73.947605,Queens
11223,6964.788580246914,131.75154320987653,11223.0,1.873456790123457,0.1111111111111111,2.0108024691358026,216.33194731018477,205.07577395216023,1899.601851851852,1.376543209876543,628073.561728395,40.597139, -73.973428,Queens
11224,7154.503048780488,448.6676829268293,11224.0,1.173780487804878,0.17073170731707318,1.4390243902439024,223.379598682927,194.70684382621963,1841.719512195122,1.9329268292682926,491156.7012195122,40.577372, -73.988706,Queens
11225,3277.890410958904,175.13013698630138,11225.0,3.2226027397260273,0.18835616438356165,3.4280821917808217,205.3964428835616,328.9784315068493,1821.7876712328766,1.4417808219178083,1004534.6198630137,40.663046, -73.954219,Queens
11226,5043.847727272727,140.27727272727273,11226.0,3.7295454545454545,0.2909090909090909,4.0204545454545455,254.14016822045406,389.6510177386366,1839.8636363636363,1.5772727272727274,966203.3795454545,40.646448, -73.956649,Queens
11228,6189.849889624724,89.68432671081678,11228.0,1.7924944812362031,0.07505518763796909,1.8785871964679912,206.497323346578,185.9097724459161,1884.7836644591612,1.141280353200883,569157.5342163355,40.616695, -74.013047,Queens
11229,7533.948689956332,283.6910480349345,11229.0,1.5993449781659388,0.14301310043668122,1.7663755458515285,177.7558941965064,184.2615383362443,1796.3591703056768,1.529475982532751,473939.22379912663,40.601293, -73.944493,Queens
11230,6444.681047765794,214.71648690292758,11230.0,1.1093990755007703,0.14329738058551617,1.2927580893682589,180.74500529275778,177.2224212804313,1834.2172573189523,1.6825885978428352,654183.9152542372,40.622164, -73.965105,Queens
11231,418.78980891719743,461.29723991507433,11231.0,1.6220806794055203,0.17197452229299362,1.8747346072186837,265.46312301061573,239.13409721656043,1617.9065817409767,1.9745222929936306,1494359.6390658175,40.677916, -74.005154,Queens
11232,776.5892857142857,206.70982142857142,11232.0,3.3660714285714284,0.17857142857142858,3.5625,347.6397080357145,779.2649723080349,1829.40625,1.8794642857142858,807079.4866071428,40.656546, -74.007355,Queens
11233,1567.736752136752,88.82905982905983,11233.0,2.8837606837606837,0.10085470085470086,2.9846153846153847,202.44548312991463,293.7718318752131,1811.791452991453,1.3658119658119658,593568.5794871795,40.678308, -73.919936,Queens
11234,8169.943347639485,106.69184549356223,11234.0,1.3570815450643776,0.07296137339055794,1.4446351931330472,252.54424565236081,174.5808455030044,1882.5648068669527,1.230901287553648,384887.2686695279,40.605080, -73.911721,Queens
11235,8223.578506097561,586.000762195122,11235.0,1.2477134146341464,0.08536585365853659,1.4580792682926829,115.85818417454263,98.53361574009142,1771.1692073170732,2.0236280487804876,451018.31402439025,40.583949, -73.949096,Queens
11236,7864.111253196931,166.67519181585678,11236.0,1.6521739130434783,0.0959079283887468,1.7774936061381075,228.79727905626578,178.1191677634267,1761.7391304347825,1.2685421994884911,305297.226342711,40.639413, -73.900664,Queens
11237,3290.200772200772,236.2007722007722,11237.0,3.0617760617760617,0.20077220077220076,3.2664092664092665,322.02116773745195,368.6430496872583,1757.4478764478765,1.7992277992277992,958916.6100386101,40.704160, -73.921139,Queens
11238,1504.7354312354312,615.4545454545455,11238.0,3.4557109557109555,0.08508158508158509,3.562937062937063,86.64796444755244,173.28802456060598,1796.86013986014,1.8986013986013985,1020715.6573426573,40.679171, -73.963804,Queens
11239,4584.793650793651,398.4761904761905,11239.0,0.9206349206349206,0.031746031746031744,0.9523809523809523,460.0615546031745,133.06069041269848,1886.8095238095239,1.2857142857142858,451874.71428571426,40.647735, -73.879477,Queens
11354,4909.372832369942,1086.5693641618498,11354.0,0.976878612716763,0.06358381502890173,1.176300578034682,108.73497345303474,90.52820062572252,1816.2644508670521,2.1921965317919074,804376.9841040462,40.768208, -73.827403,The Bronx
11355,5323.198497854078,429.2070815450644,11355.0,1.8025751072961373,0.0815450643776824,1.9656652360515021,160.19985982832605,163.77592755901293,1781.4763948497855,1.8015021459227467,639397.0246781115,40.751452, -73.821031,The Bronx
11356,4043.120822622108,275.80462724935734,11356.0,1.506426735218509,0.056555269922879174,1.5989717223650386,237.6597258611827,154.8119829537275,1751.6580976863754,1.352185089974293,568601.6426735219,40.784850, -73.841279,The Bronx
11357,4786.190594059406,49.931930693069305,11357.0,0.8341584158415841,0.01608910891089109,0.849009900990099,284.04068937252475,121.20748565965347,1926.7128712871288,1.36509900990099,472416.55693069304,40.786393, -73.810864,The Bronx
11358,5390.176125244619,80.54598825831702,11358.0,1.3209393346379648,0.07827788649706457,1.4050880626223092,311.8913699510761,161.0019898375733,1876.1174168297457,1.2309197651663406,604870.0763209393,40.760471, -73.796371,The Bronx
11360,5900.852348993289,521.1163310961969,11360.0,1.6644295302013423,0.008948545861297539,1.6733780760626398,321.32341904697967,142.55788688814317,1912.6286353467563,1.5794183445190157,459823.8277404922,40.780379, -73.781230,The Bronx
11361,6532.0242825607065,51.77924944812362,11361.0,1.0662251655629138,0.10375275938189846,1.17439293598234,291.0292093200881,144.94980364017658,1905.9426048565122,1.3399558498896247,558609.1214128035,40.764191, -73.772775,The Bronx
11362,8289.701421800948,420.3530805687204,11362.0,0.8151658767772512,0.06635071090047394,0.8957345971563981,245.57609169194325,100.32379223696685,1747.0592417061612,1.528436018957346,421191.40047393367,40.756574, -73.737845,The Bronx
11363,8099.937984496124,97.5891472868217,11363.0,1.434108527131783,0.031007751937984496,1.4651162790697674,462.7174349767439,193.00274169767437,1827.3488372093022,1.2868217054263567,575570.503875969,40.772616, -73.746526,The Bronx
11364,7634.150250417362,149.97495826377295,11364.0,1.1318864774624373,0.03171953255425709,1.1752921535893155,297.75551087145226,114.24773566944906,1834.7395659432386,1.5091819699499165,409503.86644407344,40.745289, -73.760586,The Bronx
11365,6589.550515463918,265.5278350515464,11365.0,1.1731958762886598,0.018556701030927835,1.2288659793814434,247.3618038268034,120.50879123298974,1916.2927835051546,1.3195876288659794,474134.8474226804,40.739634, -73.794490,The Bronx
11366,6994.526748971193,187.27572016460906,11366.0,1.131687242798354,0.11522633744855967,1.3127572016460904,282.0213933827163,131.0349025390946,1957.1687242798355,1.2962962962962963,470501.4526748971,40.728152, -73.785019,The Bronx
11367,6579.876480541455,203.5363790186125,11367.0,0.8747884940778342,0.01015228426395939,0.8984771573604061,104.81879222673449,79.31589695093062,1934.502538071066,1.6632825719120135,319723.1556683587,40.730145, -73.827030,The Bronx
11368,1846.800608828006,176.5007610350076,11368.0,1.908675799086758,0.1248097412480974,2.050228310502283,180.66239783105058,188.88410122374435,1845.835616438356,1.517503805175038,458372.51598173514,40.751718, -73.851822,The Bronx
11369,2298.089861751152,39.20046082949309,11369.0,2.193548387096774,2.4331797235023043,4.626728110599078,344.2028321912441,317.2887902788016,1913.0,1.2534562211981566,694675.0437788018,40.763365, -73.872374,The Bronx
11370,1105.1887550200804,282.2289156626506,11370.0,1.7791164658634537,0.020080321285140562,1.8032128514056225,177.61150767469883,152.44001813654617,1533.140562248996,1.2730923694779117,390247.140562249,40.765393, -73.893243,The Bronx
11372,1356.23801369863,97.50513698630137,11372.0,1.9006849315068493,0.11986301369863013,2.017123287671233,87.61961911643837,184.05022874828768,1850.2671232876712,1.9160958904109588,576025.7260273972,40.751690, -73.883638,The Bronx
11373,1916.7503875968991,279.31472868217054,11373.0,2.621705426356589,0.10542635658914729,2.7689922480620157,148.4404133999999,230.07492766046522,1839.8527131782946,1.6713178294573643,712909.7519379845,40.738837, -73.878535,The Bronx
11374,2570.4187116564417,318.5920245398773,11374.0,2.6134969325153374,0.0598159509202454,2.71319018404908,134.06871826993867,297.51074333742326,1788.2791411042945,1.861963190184049,560427.0214723926,40.726418, -73.861526,The Bronx
11375,2645.4055944055945,135.58216783216784,11375.0,1.4143356643356644,0.04195804195804196,1.4702797202797202,113.72983861888113,146.91724272814682,1919.0961538461538,1.777097902097902,440322.7517482517,40.720934, -73.846151,The Bronx
11377,1407.8484419263457,216.54249291784703,11377.0,1.6713881019830028,0.10623229461756374,1.8512747875354107,137.53446969830034,170.4150258031162,1896.9206798866855,1.8243626062322946,525588.8441926346,40.744819, -73.905156,The Bronx
11378,2622.2725118483413,83.98104265402844,11378.0,1.6161137440758293,0.1018957345971564,1.7322274881516588,331.5340420687203,225.43243173933652,1914.1042654028436,1.3483412322274881,582537.0616113744,40.724744, -73.909639,The Bronx
11379,3097.0958605664487,136.73202614379085,11379.0,1.5206971677559913,0.015250544662309368,1.5838779956427016,198.0256793442267,152.20952251851853,1911.3071895424837,1.2156862745098038,420165.95206971676,40.716748, -73.879601,The Bronx
11385,3594.190012180268,148.7332521315469,11385.0,2.577344701583435,0.15468940316686966,2.7880633373934227,223.15085599147443,267.3182548282582,1890.121802679659,1.5456760048721072,429443.75883069425,40.700671, -73.889433,The Bronx
11411,11906.50553505535,62.011070110701105,11411.0,1.1586715867158672,0.014760147601476014,1.1734317343173433,323.5345260922511,123.78587696678963,1943.018450184502,1.022140221402214,258875.64206642067,40.694021, -73.736216,The Bronx
11412,11306.925714285715,57.91047619047619,11412.0,1.2476190476190476,0.07238095238095238,1.318095238095238,324.50681679619066,156.67940535619036,1901.9542857142858,1.1123809523809525,308289.4914285714,40.698095, -73.758986,The Bronx
11413,13120.968518518519,55.37777777777778,11413.0,1.3777777777777778,0.014814814814814815,1.3888888888888888,346.2434595092586,145.90106473333321,1918.1185185185186,1.0333333333333334,333917.27777777775,40.671659, -73.752568,The Bronx
11414,12931.321858864028,478.8364888123924,11414.0,0.9345955249569707,0.008605851979345954,0.9604130808950087,222.00666932702205,106.09586560757326,1799.2289156626507,1.3975903614457832,286993.56282271945,40.657604, -73.844804,The Bronx
11415,5992.680412371134,324.20274914089345,11415.0,0.7079037800687286,0.037800687285223365,0.7766323024054983,86.84898079381443,66.71552790034366,1915.1786941580756,1.8453608247422681,299853.116838488,40.707917, -73.828212,The Bronx
11416,9110.323651452281,55.54356846473029,11416.0,1.8506224066390042,0.1037344398340249,1.95850622406639,227.0506916141078,178.78469194190868,1872.6721991701245,1.161825726141079,381266.3070539419,40.684654, -73.849548,The Bronx
11417,10534.656565656565,111.33080808080808,11417.0,2.080808080808081,0.06565656565656566,2.159090909090909,251.41545930050503,176.23722560353502,1802.9318181818182,1.2651515151515151,393813.94696969696,40.676446, -73.844443,The Bronx
11418,8384.937837837839,127.79729729729729,11418.0,1.4216216216216215,0.13513513513513514,1.5675675675675675,264.0416250135135,212.18015734324317,1881.6783783783783,1.427027027027027,430396.67297297297,40.700272, -73.835971,The Bronx
11419,9504.198019801981,37.257425742574256,11419.0,1.6683168316831682,0.12376237623762376,1.7920792079207921,239.52532008663377,167.95597631435638,1906.9653465346535,1.150990099009901,317710.35148514854,40.688673, -73.822918,The Bronx
11420,11620.63028169014,54.875,11420.0,1.4119718309859155,0.04225352112676056,1.454225352112676,263.80150329401374,137.8528407693662,1893.5669014084508,1.0669014084507042,337193.04225352115,40.673583, -73.817730,The Bronx
11421,8310.477272727272,156.47727272727272,11421.0,1.5477272727272726,0.056818181818181816,1.6045454545454545,198.53751157727268,157.14690250227255,1919.365909090909,1.134090909090909,394381.99318181816,40.694062, -73.858626,The Bronx
11422,13465.631578947368,43.03508771929825,11422.0,1.4064327485380117,0.05555555555555555,1.4619883040935673,330.44890819882994,146.51292063157894,1905.5994152046783,1.1432748538011697,311580.3391812866,40.660060, -73.736012,The Bronx
11423,10347.66862170088,51.24633431085044,11423.0,2.897360703812317,0.15249266862170088,3.0498533724340176,510.0933207771259,405.04754450146606,1898.16715542522,1.2639296187683284,708330.413489736,40.715606, -73.768471,The Bronx
11426,8412.902912621359,101.64724919093851,11426.0,0.9838187702265372,0.045307443365695796,1.029126213592233,279.43268129773486,114.93363859223294,1925.6181229773463,1.233009708737864,338907.40129449836,40.736425, -73.722376,The Bronx
11427,9089.34328358209,53.514925373134325,11427.0,0.9888059701492538,0.04477611940298507,1.0335820895522387,267.4847229962685,123.90452310820902,1947.3768656716418,1.2761194029850746,352446.8358208955,40.730904, -73.745661,The Bronx
11428,10554.196261682244,37.35514018691589,11428.0,1.1495327102803738,0.07476635514018691,1.2242990654205608,295.8934502429908,139.27158190186918,1918.7570093457944,1.1261682242990654,329043.54672897194,40.721016, -73.742245,The Bronx
11429,11057.534013605442,50.1530612244898,11429.0,1.3027210884353742,0.07482993197278912,1.3775510204081634,314.2573533605447,168.93494159863943,1933.9795918367347,1.0748299319727892,314960.79591836734,40.709766, -73.738653,The Bronx
11430,12129.0,69.0,11430.0,2.0,0.0,2.0,353.0314,218.507856,1997.0,1.0,0.0,40.646964, -73.784813,The Bronx
11432,9174.870544090056,138.08255159474672,11432.0,1.3095684803001877,4.461538461538462,5.803001876172608,338.81811251031826,279.39644733958716,1830.1144465290806,1.5403377110694183,467613.6041275797,40.715359, -73.793071,The Bronx
11433,10578.859728506788,64.0,11433.0,1.3687782805429864,0.049773755656108594,1.418552036199095,296.7189401696828,151.14729574208152,1818.1628959276018,1.2013574660633484,303862.1742081448,40.698162, -73.786893,The Bronx
11434,12529.842553191489,78.94751773049646,11434.0,1.2794326241134752,0.08794326241134752,1.3659574468085107,312.3128716524818,150.9718554283688,1915.4141843971631,1.099290780141844,348069.3290780142,40.676808, -73.776425,The Bronx
11435,9901.672380952381,127.29904761904761,11435.0,1.0552380952380953,0.14857142857142858,1.2095238095238094,213.30900412000008,128.42079016952383,1885.8419047619047,1.5809523809523809,339874.540952381,40.701265, -73.809605,The Bronx
11436,12035.47435897436,69.96794871794872,11436.0,2.407051282051282,0.028846153846153848,2.4358974358974357,288.6987523942308,191.0850938685897,1911.1442307692307,1.0320512820512822,493854.2628205128,40.675807, -73.796622,The Bronx
11691,15698.602298850576,93.03218390804598,11691.0,1.439080459770115,0.041379310344827586,1.4850574712643678,389.97646704367895,199.34805384827584,1682.5379310344827,1.181609195402299,314316.6827586207,40.601278, -73.761651,The Bronx
11692,16028.388535031847,52.732484076433124,11692.0,1.7388535031847134,0.01910828025477707,1.7579617834394905,322.6899902866242,189.51975304458608,1882.4458598726114,1.1210191082802548,307633.2611464968,40.594095, -73.792896,The Bronx
11693,15544.75352112676,195.43661971830986,11693.0,1.1830985915492958,0.09154929577464789,1.3028169014084507,285.826547443662,126.72034624647887,1870.0070422535211,1.3873239436619718,310607.08450704225,40.590692, -73.809749,The Bronx
11694,16235.92673992674,235.57875457875457,11694.0,1.9377289377289377,0.0989010989010989,2.098901098901099,357.0588981868133,166.32631675457878,1743.3296703296703,1.4945054945054945,415242.4578754579,40.578270, -73.844762,The Bronx
